price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
3449640,3544,4,2,3,no,no,no,yes,yes,no,no,semi-furnished
4201853,7382,4,1,1,no,yes,yes,yes,no,no,no,furnished
2454775,3063,4,3,2,yes,yes,yes,no,yes,yes,no,unfurnished
6230383,5928,4,2,3,no,no,yes,no,yes,no,yes,semi-furnished
4908560,6202,3,2,2,no,yes,yes,no,no,no,no,unfurnished
2427427,3573,2,1,1,yes,no,no,no,yes,no,no,semi-furnished
3552242,4299,3,2,2,yes,yes,no,no,no,no,no,semi-furnished
3454061,4287,4,2,1,yes,yes,no,no,no,yes,no,unfurnished
2849360,4479,3,2,2,no,no,yes,no,no,yes,no,semi-furnished
3530646,3172,3,1,2,yes,no,no,no,no,yes,no,unfurnished
3025786,4082,4,2,2,yes,no,no,no,yes,no,no,furnished
6317178,6118,4,2,4,yes,yes,yes,yes,no,no,yes,semi-furnished
2639438,2931,3,2,1,yes,yes,yes,yes,yes,yes,no,furnished
2828539,4090,3,2,2,no,no,no,yes,yes,yes,no,unfurnished
6900008,6354,3,2,1,yes,yes,no,yes,no,no,no,furnished
4537562,6461,3,2,2,yes,no,yes,yes,no,yes,no,unfurnished
6229403,5919,4,3,2,yes,yes,no,yes,yes,no,yes,unfurnished
6532556,8290,3,3,4,yes,yes,no,yes,no,no,no,semi-furnished
3664969,3257,4,2,2,yes,no,yes,yes,no,no,yes,unfurnished
4696107,4034,4,2,3,yes,yes,no,yes,no,yes,no,unfurnished
1776217,3108,3,1,1,yes,no,yes,no,yes,yes,no,furnished
2396718,3402,2,2,1,yes,no,yes,yes,no,yes,no,furnished
3447766,2149,3,1,4,no,no,no,no,no,yes,yes,furnished
4582974,4256,2,2,2,yes,no,no,yes,yes,no,no,unfurnished
8665088,8905,4,3,2,yes,yes,yes,yes,no,yes,no,furnished
4966044,13207,3,2,1,yes,no,yes,yes,no,yes,no,furnished
2535187,3412,4,1,2,no,yes,no,no,yes,yes,no,semi-furnished
4017684,3305,3,2,3,no,no,yes,no,yes,no,no,unfurnished
3595721,6275,3,2,1,yes,yes,yes,no,yes,yes,no,furnished
4138450,3113,5,1,4,no,yes,yes,yes,yes,no,no,furnished
3521933,3138,4,1,3,yes,no,no,yes,yes,yes,no,furnished
4777110,3797,3,1,2,no,no,no,no,yes,yes,no,semi-furnished
3526411,7777,3,2,1,yes,no,no,no,no,yes,no,semi-furnished
3874581,3868,2,1,3,yes,yes,no,yes,no,no,no,semi-furnished
3988652,8228,4,1,1,yes,no,no,yes,no,no,no,unfurnished
5349263,10353,3,2,2,yes,yes,yes,yes,yes,yes,yes,unfurnished
3376596,4235,2,2,2,yes,yes,no,no,yes,no,no,semi-furnished
6580112,6217,4,3,4,yes,no,no,no,no,yes,no,furnished
5806243,6690,3,2,2,yes,yes,no,no,yes,yes,yes,semi-furnished
3509781,3667,7,1,2,yes,yes,yes,no,yes,yes,no,semi-furnished
4406371,4989,3,2,4,no,yes,yes,yes,yes,yes,no,semi-furnished
3505427,7387,3,2,2,no,no,no,yes,yes,yes,no,semi-furnished
3461991,2229,4,1,4,no,yes,no,yes,no,no,yes,unfurnished
5939001,7273,3,1,2,no,no,no,yes,yes,yes,yes,unfurnished
2756587,4444,3,2,3,yes,no,yes,no,yes,no,no,furnished
4247418,8691,3,2,1,no,yes,yes,yes,yes,no,no,furnished
2466444,5181,3,2,3,no,yes,yes,yes,no,yes,no,furnished
5476831,6313,4,2,4,yes,yes,yes,no,yes,no,no,semi-furnished
3240164,3853,3,1,2,yes,no,no,yes,no,no,no,semi-furnished
3220296,6987,3,2,2,no,yes,yes,no,yes,yes,no,furnished
7030538,11365,3,1,2,yes,no,yes,no,no,no,yes,unfurnished
3397281,4967,5,2,3,yes,yes,no,no,yes,no,no,semi-furnished
10945984,7979,3,4,2,no,yes,no,no,yes,no,yes,semi-furnished
3838522,2928,4,2,4,no,yes,yes,yes,yes,yes,yes,semi-furnished
5252523,5636,4,3,2,yes,yes,yes,yes,no,no,yes,unfurnished
3118268,3422,2,1,2,no,yes,no,no,no,no,no,unfurnished
5540142,3439,4,3,3,yes,yes,no,yes,yes,no,no,semi-furnished
4287180,6867,4,1,2,no,no,yes,no,no,yes,no,semi-furnished
6537188,7527,3,2,2,yes,yes,no,yes,yes,yes,yes,furnished
4978255,5131,4,2,2,no,no,yes,no,no,yes,no,semi-furnished
3444766,2579,4,1,4,yes,no,yes,no,yes,no,yes,furnished
7933676,6618,4,2,2,yes,yes,no,no,no,yes,yes,semi-furnished
2047495,3719,6,2,3,no,yes,no,yes,yes,yes,no,unfurnished
5019659,4750,4,4,3,no,no,no,yes,no,yes,no,semi-furnished
3834112,8612,3,2,2,no,yes,yes,yes,no,yes,no,semi-furnished
2152383,3261,4,2,2,no,yes,yes,yes,no,yes,no,unfurnished
4011951,4371,3,2,2,no,yes,no,yes,yes,yes,no,semi-furnished
3482752,2512,4,1,3,no,yes,no,no,yes,yes,yes,semi-furnished
9355296,6867,4,3,2,no,no,yes,no,no,no,yes,unfurnished
3273767,4336,3,2,1,yes,no,yes,yes,yes,no,no,furnished
6499655,4232,4,1,1,no,yes,no,yes,yes,yes,no,unfurnished
7960161,6711,4,2,3,no,yes,no,yes,no,no,yes,furnished
6298399,5535,4,1,4,no,no,no,no,no,no,yes,unfurnished
5605716,3436,4,3,3,no,no,no,no,yes,yes,no,unfurnished
2967181,3790,4,2,3,no,yes,no,yes,yes,yes,no,semi-furnished
5290591,4527,4,3,2,no,no,no,yes,no,no,no,furnished
6045828,6987,4,2,1,yes,no,no,yes,no,yes,yes,semi-furnished
2435015,3665,3,2,2,yes,no,yes,no,no,yes,no,unfurnished
4346303,4275,3,1,1,no,no,yes,no,yes,yes,no,semi-furnished
4009630,6606,4,1,3,no,yes,no,yes,no,yes,no,furnished
4811586,6554,3,1,2,yes,no,no,no,yes,yes,no,furnished
5965546,6743,4,2,1,no,yes,no,yes,no,no,yes,semi-furnished
3058363,3843,4,1,2,no,no,no,yes,yes,yes,no,semi-furnished
5146302,3579,4,2,2,no,yes,no,yes,no,no,no,unfurnished
3431004,4330,3,1,1,yes,no,no,no,no,yes,no,furnished
2106090,3494,5,2,3,yes,no,yes,no,no,yes,no,semi-furnished
6141159,6998,4,2,2,no,no,no,no,yes,yes,yes,furnished
4269485,2424,4,2,2,no,yes,no,yes,no,no,no,semi-furnished
3354965,4266,2,1,2,yes,yes,no,yes,no,yes,no,furnished
2326057,2006,4,1,1,no,no,no,yes,yes,yes,no,unfurnished
3580935,9500,4,2,2,yes,yes,yes,yes,yes,yes,yes,furnished
3333084,2638,4,2,2,no,no,no,yes,no,yes,yes,unfurnished
6124653,9780,3,1,2,yes,yes,yes,no,no,yes,yes,furnished
4853355,10394,2,1,2,no,no,no,no,yes,yes,yes,furnished
8746790,7287,4,2,1,no,yes,yes,yes,no,yes,no,furnished
3943222,8532,4,2,1,no,no,yes,yes,yes,yes,no,unfurnished
3165433,5868,3,1,2,yes,yes,no,no,yes,no,no,furnished
6941349,8146,3,2,2,yes,yes,no,no,yes,no,no,unfurnished
3011837,4227,3,1,3,yes,no,no,no,no,yes,no,unfurnished
4785680,5545,2,2,2,no,no,yes,no,yes,yes,yes,semi-furnished
3890833,4221,3,1,2,no,no,yes,no,yes,yes,no,unfurnished
4727588,5559,2,2,2,yes,no,no,no,yes,no,yes,furnished
3535944,9846,4,1,3,yes,yes,yes,yes,yes,yes,yes,furnished
4436840,4420,4,1,2,no,no,yes,yes,no,yes,no,semi-furnished
4252306,2981,4,2,1,yes,yes,yes,no,no,yes,yes,semi-furnished
5154983,11824,2,1,2,yes,no,yes,yes,yes,no,yes,furnished
3690150,3107,4,3,3,no,no,yes,yes,yes,yes,yes,unfurnished
3886021,4096,3,1,3,no,yes,no,no,no,yes,no,furnished
3923381,4179,3,1,1,no,yes,no,yes,no,no,no,unfurnished
4650364,4060,4,2,2,no,yes,yes,no,no,no,no,semi-furnished
6741478,6009,4,1,2,yes,no,yes,no,no,yes,yes,unfurnished
5218132,3902,3,2,2,no,yes,yes,no,no,yes,no,semi-furnished
4563201,2615,4,1,2,no,yes,yes,no,yes,no,no,semi-furnished
8307676,5281,5,3,3,yes,no,no,yes,no,yes,yes,unfurnished
3377393,2736,2,1,2,no,no,yes,yes,no,yes,no,unfurnished
4065061,3710,4,3,2,no,yes,no,yes,yes,yes,no,unfurnished
5412231,6493,3,3,1,no,no,yes,yes,no,yes,no,unfurnished
4235833,4535,2,1,2,no,no,yes,yes,no,no,no,semi-furnished
4292010,3045,5,2,3,yes,yes,yes,no,no,no,no,semi-furnished
3348447,2603,4,1,3,no,no,yes,yes,no,no,yes,furnished
5182905,3205,3,2,3,yes,no,no,no,no,no,no,furnished
8118129,7777,3,3,3,no,no,no,yes,yes,no,yes,semi-furnished
6876019,4031,3,2,2,no,no,no,no,no,yes,yes,unfurnished
3165736,4788,4,1,3,no,no,yes,no,no,yes,no,semi-furnished
3388289,2232,3,2,3,yes,yes,no,no,yes,no,yes,unfurnished
4573490,3771,3,1,4,no,yes,yes,no,no,yes,no,semi-furnished
3413267,4166,3,2,2,yes,no,no,yes,yes,yes,no,unfurnished
3333820,6354,3,1,2,no,no,yes,no,no,no,no,semi-furnished
1830943,3944,2,2,1,yes,no,no,yes,no,no,no,furnished
6327478,4206,4,2,4,no,yes,yes,yes,no,no,no,furnished
5289654,8747,3,1,2,yes,yes,yes,no,yes,no,yes,unfurnished
3757761,3714,3,1,1,no,yes,no,no,no,yes,no,furnished
6359999,6153,5,3,5,no,yes,no,no,no,yes,no,semi-furnished
4099818,5704,4,1,2,no,yes,no,yes,no,yes,no,unfurnished
5167215,3079,4,3,3,no,yes,no,no,yes,no,no,semi-furnished
4654691,4291,4,1,3,yes,no,no,yes,yes,no,yes,unfurnished
3035620,3687,3,1,3,yes,yes,no,yes,no,no,no,furnished
3511610,3974,6,1,2,yes,yes,yes,no,no,no,no,furnished
4208566,6151,3,2,1,no,no,yes,no,yes,no,no,furnished
7000072,9353,3,2,2,yes,no,yes,yes,yes,yes,no,semi-furnished
4561856,3888,4,1,3,no,yes,yes,yes,no,no,no,semi-furnished
6577120,8347,4,3,4,yes,yes,no,no,no,no,no,unfurnished
3607153,4199,2,2,1,yes,no,no,no,yes,no,yes,unfurnished
1948568,4097,3,2,1,no,no,yes,yes,no,no,no,furnished
3019219,5112,3,2,1,yes,yes,no,yes,yes,yes,no,furnished
3558016,7485,2,1,1,no,no,yes,no,no,yes,no,unfurnished
4973923,8114,4,2,1,yes,no,yes,yes,no,yes,no,furnished
1766022,3821,2,1,2,no,yes,no,yes,no,yes,no,semi-furnished
5666003,5584,3,1,3,yes,no,yes,yes,yes,yes,yes,unfurnished
4992926,3200,3,3,3,no,yes,yes,yes,yes,yes,no,semi-furnished
4234919,6142,2,1,2,yes,yes,no,no,no,no,no,furnished
4194744,4208,2,1,2,yes,no,yes,no,no,no,no,furnished
7988064,6129,4,2,4,yes,no,yes,yes,no,yes,no,unfurnished
4609546,10288,4,2,2,yes,no,no,no,yes,no,no,furnished
2732608,2046,2,1,2,no,yes,yes,yes,yes,yes,no,semi-furnished
3187724,3946,2,1,1,no,yes,no,no,yes,yes,no,semi-furnished
4425615,4465,3,2,2,no,no,no,no,no,no,no,furnished
6340785,6644,4,3,4,yes,yes,no,no,no,no,yes,semi-furnished
5615065,5243,6,3,4,no,yes,no,no,yes,yes,no,furnished
2109380,2887,4,2,2,no,no,no,yes,yes,no,no,unfurnished
9326125,3783,4,2,3,no,yes,yes,yes,yes,yes,no,furnished
8431434,7504,4,2,4,no,yes,no,no,no,yes,no,unfurnished
3537338,3215,3,2,2,yes,no,yes,no,yes,no,no,semi-furnished
3136130,5443,3,1,2,no,yes,yes,yes,no,yes,no,furnished
3563687,3934,3,1,2,no,no,yes,yes,no,yes,no,semi-furnished
10913663,7508,3,3,1,no,no,no,no,yes,no,yes,furnished
3037907,3606,3,1,2,yes,no,no,yes,no,no,no,unfurnished
4430569,4277,4,2,2,yes,yes,no,yes,no,no,no,furnished
4736074,6173,2,1,2,yes,yes,no,yes,yes,yes,no,unfurnished
10172063,16230,5,3,2,no,no,no,no,yes,no,no,unfurnished
2860049,3034,3,1,1,yes,no,no,yes,no,yes,no,unfurnished
3196454,3748,2,1,2,yes,no,yes,no,no,no,no,semi-furnished
10858903,7575,3,3,2,no,no,yes,no,no,yes,yes,furnished
4552063,4217,3,2,3,no,no,yes,yes,yes,yes,no,furnished
2673167,2224,3,2,3,no,no,yes,no,yes,yes,no,furnished
3220375,4541,3,2,2,no,no,no,no,no,yes,no,unfurnished
6358153,7273,4,2,2,no,no,yes,no,yes,yes,no,semi-furnished
2887836,5668,5,2,3,no,no,yes,no,yes,no,no,semi-furnished
4168736,4980,4,2,3,yes,no,yes,no,yes,yes,no,unfurnished
5996354,6772,4,3,4,no,no,yes,no,yes,no,no,furnished
6076657,7149,3,2,1,no,no,yes,no,yes,yes,no,furnished
3758115,3640,3,1,1,yes,yes,no,no,no,no,no,semi-furnished
7509971,7080,3,1,5,yes,no,yes,no,no,no,yes,furnished
2180160,3059,5,1,3,yes,no,no,yes,yes,yes,no,unfurnished
4589690,4118,3,2,3,no,no,yes,yes,no,yes,no,semi-furnished
8669257,8435,4,1,2,no,yes,yes,yes,yes,yes,no,furnished
6519263,6796,4,2,4,yes,no,yes,no,no,no,yes,furnished
3511734,4622,4,1,2,no,yes,no,yes,yes,no,no,furnished
4251433,5085,4,2,2,yes,yes,yes,yes,no,no,no,semi-furnished
5954470,6872,3,3,3,no,no,no,no,yes,no,no,unfurnished
4593378,4157,3,2,2,yes,yes,no,no,yes,yes,no,furnished
3054633,8077,2,1,2,yes,no,yes,no,no,no,no,unfurnished
6460231,6951,3,2,1,yes,no,yes,yes,yes,yes,yes,unfurnished
3704020,3148,4,2,2,yes,no,no,yes,yes,yes,no,unfurnished
3726803,3170,2,2,3,yes,yes,no,no,no,yes,no,furnished
4543312,3806,2,1,2,yes,no,no,no,yes,yes,yes,semi-furnished
5827723,5301,4,1,4,no,yes,yes,no,yes,yes,no,furnished
3412133,5084,5,1,2,yes,yes,no,yes,no,yes,no,semi-furnished
2967191,5065,2,1,2,yes,yes,no,no,no,no,no,furnished
3459599,4202,3,2,2,yes,no,no,yes,yes,no,no,semi-furnished
7306083,8004,4,3,4,yes,yes,no,yes,yes,yes,no,unfurnished
7567496,6696,3,2,5,yes,no,no,yes,yes,no,yes,unfurnished
4155489,4819,5,1,3,no,yes,no,no,no,yes,no,unfurnished
2946313,3507,4,2,3,no,yes,yes,no,no,yes,no,semi-furnished
3411378,2436,4,1,2,yes,yes,no,no,no,no,yes,semi-furnished
4339967,2407,3,2,3,no,yes,yes,no,yes,yes,no,furnished
3152224,3288,3,2,1,no,no,no,yes,no,no,no,semi-furnished
3206742,2874,4,1,2,no,yes,no,no,yes,yes,yes,unfurnished
6292721,5619,4,2,1,no,yes,no,no,yes,yes,yes,semi-furnished
3295470,4346,4,2,1,no,no,yes,no,no,yes,no,furnished
2373779,4469,2,1,2,yes,no,no,no,yes,yes,no,unfurnished
3362584,4088,2,2,1,yes,yes,no,no,no,yes,no,unfurnished
4857019,9261,3,1,2,yes,no,yes,yes,no,no,no,furnished
5687813,5350,4,2,2,no,yes,yes,yes,yes,yes,yes,furnished
4483122,6761,3,2,2,yes,no,no,no,no,yes,no,unfurnished
4625861,5482,4,2,2,no,no,no,yes,no,yes,no,unfurnished
6492766,4811,3,3,5,yes,no,yes,no,yes,no,no,furnished
3298614,6139,4,1,2,yes,yes,yes,yes,yes,no,no,semi-furnished
12253099,7917,5,2,3,no,no,yes,no,yes,yes,yes,furnished
2978823,6252,4,2,3,no,no,no,yes,no,no,no,semi-furnished
4829019,3780,5,3,3,no,no,yes,no,no,no,no,unfurnished
7473398,6633,3,2,5,yes,no,no,yes,yes,yes,no,unfurnished
3329212,3792,4,1,2,yes,yes,yes,yes,no,no,no,semi-furnished
4975797,4411,3,2,2,no,no,yes,no,no,yes,no,unfurnished
6944395,13668,3,1,2,no,no,no,yes,no,yes,no,furnished
4859496,7277,3,2,2,yes,yes,no,yes,yes,yes,yes,unfurnished
3665641,3876,3,2,1,yes,yes,no,no,no,no,no,unfurnished
5678913,10832,3,1,2,no,no,yes,yes,no,yes,no,unfurnished
12252032,7825,5,2,3,no,no,yes,no,no,yes,yes,furnished
3393233,4854,4,2,2,no,yes,yes,yes,no,yes,no,furnished
4862127,6099,4,2,2,no,no,yes,no,yes,no,yes,semi-furnished
2879880,2816,2,2,1,no,no,yes,no,yes,yes,no,furnished
7064415,11270,4,1,2,no,yes,no,no,yes,no,yes,unfurnished
4284869,6539,3,1,2,no,no,no,no,no,yes,no,semi-furnished
6715725,4251,4,1,2,no,yes,no,yes,yes,yes,no,unfurnished
5255793,3661,4,3,3,yes,yes,yes,no,no,no,no,furnished
4077534,4419,4,2,3,no,yes,no,no,no,no,yes,furnished
3280174,4287,3,1,2,yes,no,no,no,no,no,no,furnished
4507609,5310,2,2,3,no,no,yes,no,yes,yes,no,unfurnished
7383891,5509,3,2,5,yes,no,no,yes,no,yes,no,semi-furnished
4917706,4885,3,1,1,no,yes,yes,no,yes,yes,no,furnished
2801395,4162,3,1,2,no,yes,no,no,yes,yes,no,semi-furnished
9303469,3618,5,3,2,yes,no,yes,yes,no,yes,no,furnished
3070654,5217,3,2,2,no,yes,yes,no,yes,yes,no,semi-furnished
7501461,4491,4,3,3,no,no,yes,no,yes,no,no,furnished
6987082,9004,4,2,2,yes,no,no,yes,no,yes,no,furnished
2670839,2569,4,1,2,no,no,yes,yes,no,no,no,unfurnished
5679061,10969,5,3,3,yes,no,no,no,no,no,no,semi-furnished
3867035,3683,4,2,2,no,yes,no,no,no,no,no,furnished
5319095,5779,3,3,1,no,no,yes,yes,no,yes,no,unfurnished
8464832,7978,6,3,3,yes,yes,yes,no,yes,no,no,unfurnished
3346860,6072,4,2,1,yes,no,no,yes,yes,yes,no,unfurnished
5573098,4523,4,1,3,yes,yes,yes,no,no,yes,yes,semi-furnished
5339109,5697,3,3,2,yes,yes,yes,no,yes,no,no,furnished
4183452,5041,5,1,3,yes,no,no,no,no,no,no,semi-furnished
5324114,7839,4,2,2,no,yes,no,yes,yes,yes,yes,furnished
6864320,6428,3,1,2,no,no,yes,yes,yes,no,no,furnished
4437792,4088,4,2,1,no,no,yes,yes,no,yes,no,unfurnished
3929321,3691,2,1,2,no,yes,no,no,no,yes,no,unfurnished
3558070,4284,3,2,3,yes,yes,yes,no,yes,no,no,unfurnished
3253970,4486,3,1,1,yes,no,no,no,yes,no,no,semi-furnished
3722837,5502,2,1,1,no,yes,yes,no,no,yes,no,semi-furnished
4084255,6941,4,1,2,no,no,yes,no,yes,no,no,furnished
4296736,6668,3,1,2,yes,no,yes,yes,no,yes,no,furnished
2992067,3665,5,1,3,no,yes,yes,yes,yes,no,no,semi-furnished
9745043,6390,5,4,3,yes,no,no,yes,no,no,no,furnished
6288557,5891,4,2,4,no,yes,yes,no,no,yes,yes,furnished
8587296,6969,5,2,3,no,yes,yes,no,no,no,yes,furnished
3518352,7550,3,1,2,no,no,yes,no,yes,no,no,unfurnished
8153807,7098,3,3,4,yes,yes,no,yes,yes,yes,no,unfurnished
4228937,6060,2,2,2,yes,yes,no,no,no,yes,no,unfurnished
3712257,3662,3,1,2,no,yes,yes,yes,no,yes,no,semi-furnished
4670795,3809,3,1,3,no,yes,yes,yes,no,yes,no,unfurnished
2943512,4047,3,1,2,yes,no,yes,yes,no,no,no,semi-furnished
3417025,5228,5,1,4,yes,yes,no,yes,no,yes,no,unfurnished
3429613,4350,3,1,2,no,no,yes,no,no,no,no,unfurnished
3653903,4661,2,2,2,no,no,no,no,yes,no,no,furnished
2871772,5872,5,2,3,no,yes,no,no,no,no,no,unfurnished
5254005,3491,4,2,3,yes,yes,yes,yes,yes,no,no,unfurnished
5857920,7362,3,1,2,no,no,yes,no,no,no,yes,unfurnished
1941361,3060,2,1,2,no,no,no,yes,yes,no,no,unfurnished
6302541,7279,4,3,2,yes,no,no,no,no,yes,no,unfurnished
4366358,6537,5,1,3,no,yes,yes,yes,yes,yes,no,semi-furnished
8911643,6788,3,3,2,yes,no,no,yes,no,no,yes,furnished
10168583,16402,5,3,2,yes,yes,no,no,no,no,no,furnished
6445459,5094,4,2,3,no,no,no,no,no,no,no,unfurnished
3753457,3810,3,2,1,yes,yes,no,yes,yes,no,no,furnished
4920268,4318,4,2,2,no,yes,no,no,no,no,no,unfurnished
5646091,5202,3,2,2,no,yes,yes,no,no,yes,yes,unfurnished
4016915,4508,3,2,2,no,yes,no,no,yes,no,no,semi-furnished
2437193,4066,2,1,1,yes,yes,yes,yes,no,no,no,unfurnished
4211998,5906,2,1,2,yes,no,yes,no,no,no,no,unfurnished
4278549,3226,3,2,3,no,yes,yes,yes,no,yes,no,semi-furnished
4696910,5806,3,1,2,yes,yes,yes,no,yes,yes,no,unfurnished
4219006,3729,4,2,2,no,no,yes,no,yes,no,yes,semi-furnished
5768154,5394,4,1,3,no,no,no,no,no,no,no,furnished
3150571,5207,2,2,1,no,no,yes,yes,no,yes,no,unfurnished
2686986,4173,4,2,2,yes,yes,no,no,no,yes,no,furnished
7883227,6471,4,2,5,yes,yes,no,yes,yes,yes,yes,furnished
2737645,4263,2,2,2,yes,no,no,no,yes,no,no,semi-furnished
3588273,6191,2,2,1,no,no,yes,no,yes,no,no,unfurnished
5973081,6317,5,2,2,no,no,yes,yes,yes,yes,yes,unfurnished
4217152,4857,3,1,2,no,yes,no,yes,no,yes,no,furnished
3771456,3982,4,2,2,no,yes,yes,yes,no,yes,no,semi-furnished
7163919,6717,5,2,2,no,no,yes,no,yes,no,no,furnished
5271608,4529,5,1,3,yes,yes,yes,no,yes,no,no,unfurnished
4937938,6036,2,1,2,no,yes,yes,no,yes,yes,no,unfurnished
8418586,7487,4,2,5,no,yes,yes,no,no,yes,no,unfurnished
3007794,8530,2,1,1,yes,yes,yes,no,yes,no,no,semi-furnished
3811210,5921,3,2,1,yes,yes,yes,no,no,yes,no,unfurnished
4207390,6298,2,1,2,yes,no,no,no,no,yes,no,furnished
8433467,7477,3,3,5,yes,no,no,no,yes,yes,no,furnished
5285427,4931,4,2,1,no,yes,no,no,no,yes,no,semi-furnished
4561779,3640,3,2,2,no,no,no,no,yes,yes,no,semi-furnished
4388597,4330,4,1,3,yes,yes,no,yes,yes,yes,no,furnished
3228702,1724,3,2,2,no,no,no,no,yes,no,no,semi-furnished
6743548,6382,4,3,3,no,no,no,yes,no,yes,no,unfurnished
6319997,9182,4,1,1,yes,no,yes,no,yes,yes,yes,unfurnished
3735641,6018,3,1,2,yes,no,no,yes,no,yes,no,unfurnished
2177326,3009,2,1,2,yes,no,yes,no,yes,no,no,semi-furnished
4222746,4186,5,3,2,yes,yes,yes,no,yes,no,no,semi-furnished
6481731,5090,3,3,4,no,no,yes,no,yes,yes,no,unfurnished
9133618,6694,5,2,3,no,no,no,yes,no,yes,yes,furnished
3388502,6332,3,2,2,no,no,no,no,yes,yes,no,semi-furnished
8810393,4583,3,2,2,yes,yes,no,no,no,yes,no,semi-furnished
3614201,4811,4,2,2,yes,no,no,yes,no,no,no,unfurnished
7992876,6179,4,2,5,yes,yes,yes,no,no,yes,no,unfurnished
9382344,6989,5,3,3,yes,yes,yes,yes,yes,yes,yes,unfurnished
9767512,6408,5,4,2,no,no,no,no,no,yes,no,furnished
5744093,5627,4,3,2,no,no,no,no,yes,no,no,semi-furnished
12279634,9990,4,2,3,no,no,yes,yes,yes,yes,yes,unfurnished
3051920,3824,4,1,3,yes,no,no,yes,yes,no,no,furnished
4537717,3767,3,1,4,yes,yes,yes,yes,yes,no,no,unfurnished
4267747,3386,4,1,3,no,no,yes,no,no,yes,no,unfurnished
8992559,8655,4,3,5,yes,yes,no,yes,no,no,no,semi-furnished
5971103,6661,3,1,2,yes,yes,no,no,no,yes,yes,unfurnished
4554938,4135,3,1,2,yes,no,yes,yes,no,no,no,semi-furnished
6725434,6776,2,2,4,no,no,no,yes,no,yes,yes,unfurnished
3377231,2478,3,2,2,yes,yes,no,no,no,yes,yes,furnished
4262813,3235,3,2,1,no,yes,yes,yes,no,yes,yes,furnished
4334796,2201,3,1,3,no,yes,yes,no,yes,yes,no,semi-furnished
4199735,5282,4,1,2,no,no,yes,yes,no,yes,no,furnished
3332469,4724,2,1,1,yes,yes,yes,yes,yes,no,no,furnished
3513385,2463,4,1,4,no,no,yes,no,yes,yes,yes,furnished
3479071,3568,2,1,2,no,yes,no,no,yes,yes,no,semi-furnished
4955569,4152,3,1,1,yes,yes,no,no,no,no,no,semi-furnished
1827747,3755,3,2,2,no,no,no,yes,yes,no,no,furnished
3509864,3116,4,1,1,no,yes,yes,no,yes,yes,no,unfurnished
4535376,4007,4,2,2,yes,no,yes,yes,no,no,no,semi-furnished
4390275,2212,5,2,2,yes,no,no,no,yes,yes,no,unfurnished
5822727,4648,4,1,3,no,no,yes,yes,yes,yes,no,furnished
6097297,8207,3,2,1,yes,yes,yes,no,yes,yes,yes,furnished
3763721,4398,2,1,2,yes,no,no,no,no,no,no,furnished
5251165,7427,3,1,2,no,yes,yes,no,yes,yes,yes,furnished
5074959,10766,3,1,3,no,yes,yes,yes,no,no,no,unfurnished
8060974,6198,4,1,4,yes,yes,no,yes,yes,no,no,semi-furnished
4649457,5999,3,2,3,yes,no,no,no,yes,yes,no,furnished
5585788,6599,4,2,2,no,yes,yes,yes,no,yes,yes,semi-furnished
4909246,7248,3,1,2,yes,yes,yes,yes,yes,yes,yes,furnished
4934083,4344,3,2,2,no,no,no,yes,no,yes,no,semi-furnished
3744634,4370,3,2,1,no,no,no,yes,no,no,no,unfurnished
1970031,3459,5,1,2,yes,no,yes,no,no,no,no,semi-furnished
6167509,9753,4,1,1,yes,no,yes,no,no,yes,yes,semi-furnished
3059235,3380,4,1,2,no,yes,no,yes,no,no,no,furnished
2941388,3324,4,2,3,yes,no,no,yes,no,no,no,unfurnished
5164100,6172,2,1,2,no,no,yes,yes,yes,yes,yes,semi-furnished
4925643,6344,3,2,2,yes,no,no,no,yes,no,no,unfurnished
10869807,7899,3,3,1,yes,no,no,yes,no,no,yes,semi-furnished
6691194,10933,3,3,1,yes,yes,no,no,yes,no,yes,semi-furnished
5691799,6969,5,3,1,yes,no,yes,yes,no,no,yes,unfurnished
8698300,4959,4,2,2,yes,no,yes,no,no,no,no,unfurnished
3374861,4210,2,1,1,yes,no,yes,no,yes,no,no,semi-furnished
3465717,2443,3,1,3,yes,no,no,yes,no,no,yes,unfurnished
3733547,3712,4,1,2,no,no,no,no,yes,no,no,unfurnished
4973194,4354,3,1,2,yes,yes,yes,no,no,yes,no,furnished
4985068,4895,4,3,3,no,no,yes,no,no,yes,no,furnished
5117099,3108,3,3,2,yes,yes,no,no,yes,yes,no,unfurnished
4900126,7220,4,1,2,no,no,yes,no,no,yes,no,furnished
3179808,3458,4,2,2,no,no,no,no,yes,no,no,furnished
6333179,9160,4,1,2,no,no,no,no,no,no,yes,unfurnished
6725613,4452,3,2,3,no,yes,yes,no,no,yes,no,semi-furnished
5328404,10298,5,2,2,no,no,yes,yes,no,yes,no,semi-furnished
5936208,6756,4,3,3,no,no,no,no,no,yes,no,unfurnished
3522138,4191,2,2,2,yes,yes,yes,yes,no,no,no,furnished
7118913,9325,2,1,2,yes,no,yes,no,no,yes,no,unfurnished
3417292,3880,3,1,2,yes,yes,no,no,no,yes,no,semi-furnished
1775185,2585,3,2,1,no,no,yes,no,yes,yes,no,unfurnished
2316958,2248,3,1,1,no,yes,yes,no,yes,yes,no,furnished
2926074,5468,4,2,3,yes,yes,yes,yes,no,no,no,unfurnished
